Wall time,Step,Value
1497898650.087762,1,0.49981242418289185
1497898672.9721558,2,0.28275254368782043
1497898695.2821214,3,0.12771713733673096
1497898719.6312819,4,0.027581633999943733
1497898744.095124,5,0.030315138399600983
1497898768.241735,6,0.008757402189075947
1497898791.6117454,7,0.0067495321854949
1497898815.3042815,8,0.0038745333440601826
1497898837.852722,9,0.0026006342377513647
1497898861.9058993,10,0.001645860611461103
1497898885.4875007,11,0.0012273283209651709
1497898908.335001,12,0.001046875142492354
1497898932.5322082,13,0.0009357375092804432
1497898955.7008622,14,0.0008386659319512546
1497898979.3496249,15,0.0007660315022803843
1497899002.131685,16,0.000675964867696166
1497899025.7350123,17,0.0006381705170497298
1497899048.3154035,18,0.00058471888769418
1497899070.527692,19,0.0005409448058344424
1497899092.9613004,20,0.0004975220072083175
1497899116.0728235,21,0.00046527397353202105
1497899138.4281063,22,0.00043318470125086606
1497899161.175764,23,0.00040897377766668797
1497899184.363926,24,0.00038911827141419053
1497899207.5144978,25,0.0003650410508271307
1497899230.7718031,26,0.0003362886782269925
1497899254.8257093,27,0.0003195671015419066
1497899276.8842797,28,0.0003032892127521336
1497899298.7317173,29,0.0002882503904402256
1497899321.72028,30,0.0002746680402196944
1497899343.4762,31,0.00026167285977862775
1497899366.0254972,32,0.0002485607110429555
1497899389.4728365,33,0.00024220265913754702
1497899413.7188432,34,0.00023287563817575574
1497899438.3343172,35,0.00021880355780012906
1497899461.333575,36,0.00021257877233438194
1497899484.8750846,37,0.00020146576571278274
1497899508.7325768,38,0.0001912934094434604
1497899533.2787945,39,0.00018494851246941835
1497899556.417968,40,0.00017897068755701184
1497899579.2183323,41,0.0001694513630354777
1497899602.5149813,42,0.00016364279144909233
1497899626.636805,43,0.0001611567276995629
1497899650.2484164,44,0.00015397222887258977
1497899675.452683,45,0.00015357877418864518
1497899698.137815,46,0.0001420921180397272
1497899723.309154,47,0.00013917680189479142
1497899746.9728198,48,0.00013515395403373986
1497899771.2123966,49,0.0001303453027503565
1497899794.3703275,50,0.00012513301044236869
